"hospital","total_bill_amount"
"Luna Gonzales Charles, and","5803.94"
"Lester, Robles and Jackson","5803.43"
"Guerrero-Sullivan","5799.28"
"and Ramirez Wilson Wolfe,","5797.83"
"Herrera and Morgan, Cook","5796.19"
"Elliott and Vaughn, Taylor","5796.09"
"Lawson and Butler, Jones","5795.77"
"Thompson-Nguyen","5794.61"
"Gibson-Chen","5794.48"
"Hudson Summers, and Alvarado","5793.64"
"Flores-Maldonado","5790.62"
"and Johnson Smith, Adams","5790.42"
"and Taylor Casey Moore,","5787.96"
"Rose-Church","5784.85"
"Acosta-Miller","5783.74"
"Hansen-Steele","5781.72"
"Campbell Johnson Chambers, and","5781.51"
"and Payne Graves Torres,","5777.88"
"and Doyle Thomas Bean,","5777.80"
"Bennett Grant and Anderson,","5777.08"
"and Rogers Vasquez, Harris","5776.41"
"and Miller Lewis Rodriguez,","5770.04"
"and Ruiz Holmes, Simpson","5769.90"
"Jones-Flowers","5767.47"
"and Vincent, Taylor Stewart","5767.35"
"Guerrero-Boone","5767.01"
"Walker and Hale, Campbell","5761.80"
"Chambers LLC","5760.41"
"LLC Richard","5758.79"
"Phelps-Foster","5758.32"
"Chavez-Clark","5753.29"
"Burns and Howard Glass,","5753.28"
"Ortega Howe, Torres and","5751.65"
"Williams-Hardy","5748.98"
"Park-Marshall","5748.87"
"and Lopez Moreno Mcpherson,","5746.05"
"Alexander-Bradley","5745.70"
"Hinton-Lawrence","5744.82"
"Ballard Inc","5744.18"
"Huynh-White","5743.07"
"and Molina Cameron Evans,","5735.19"
"Smith Hubbard and Reeves,","5734.87"
"Williams, Torres Johnson and","5733.48"
"King-Wallace","5733.40"
"Jordan-Blackburn","5732.82"
"Schroeder-Wolf","5732.62"
"Inc Howe","5732.15"
"Clark-Hernandez","5730.45"
"Herrera-Shaw","5728.49"
"Mckinney, Sanders and Sanchez","5724.76"
"Anthony, Schmidt Taylor and","5724.73"
"Compton-Fields","5720.84"
"Garcia and Sanchez, Marsh","5717.10"
"Giles and Ortega, Bowen","5716.19"
"Thompson-Becker","5716.10"
"Moore, and Austin Dennis","5713.49"
"Travis Group","5711.07"
"Molina-Dunlap","5707.04"
"Scott-Thompson","5705.10"
"Powell, and Shelton Gomez","5704.58"
"Figueroa and Livingston Bowers,","5703.30"
"Dunn, Schmidt and Davis","5702.95"
"Alexander, Schneider and Wilson","5702.77"
"Williamson, Taylor Crawford and","5702.04"
"Wilson-Baker","5700.54"
"Carlson Inc","5699.56"
"Diaz Humphrey, Gomez and","5699.51"
"and Miller, Olson Olson","5692.91"
"and Carter Little Smith,","5690.18"
"Sims-Hudson","5689.60"
"Mercer-Jenkins","5689.49"
"Khan-Frye","5684.91"
"Hancock PLC","5683.95"
"Browning-Johnson","5683.28"
"Castillo, Suarez and Mcdonald","5680.75"
"King Bates, and Kennedy","5680.00"
"West-Roberts","5679.67"
"Vazquez-Robertson","5679.19"
"Turner-Bauer","5677.98"
"Jordan-Graham","5677.15"
"Wallace, Jones Reeves and","5676.99"
"Zamora-Wallace","5675.91"
"Sons Patterson and","5675.27"
"Sweeney PLC","5670.95"
"Nelson Davis, Austin and","5668.30"
"Thompson Lowery, and Castillo","5664.23"
"Murillo-Warner","5664.00"
"Collier Inc","5662.93"
"Beasley James Wolfe, and","5657.89"
"Patterson and Green, Carter","5656.73"
"Robinson, Weaver Taylor and","5655.81"
"Hampton-Collins","5655.41"
"Gordon and Newton, Evans","5654.43"
"Wilson-Turner","5651.78"
"and Gomez Rogers, Green","5649.97"
"Buck Ltd","5648.28"
"Buchanan-Lambert","5647.01"
"Snyder-Miller","5646.64"
"Romero, Ho Farmer and","5645.77"
"Huffman, and Harrell Warren","5641.07"
"Martinez-Thomas","5639.09"
"and Saunders, Parsons Mcclain","5638.82"
"Roman-Noble","5638.73"
"Padilla, Garcia Duncan and","5636.21"
"Garrett-Kent","5634.31"
"Farley PLC","5633.31"
"Mccormick-Smith","5630.24"
"Kaiser-Monroe","5629.73"
"Simpson and Sexton, Blair","5629.07"
"Garrison Yates, Mcgee and","5628.83"
"Brady-Greene","5628.17"
"Gates, Cunningham Rubio and","5623.85"
"Kelley, Harris and Welch","5623.41"
"Cole-Ford","5619.43"
"Gonzalez-Gardner","5619.14"
"Malone and Robinson Patterson,","5618.67"
"Raymond-Hendricks","5618.19"
"Lopez-Rogers","5617.48"
"Bowers Blankenship Jackson, and","5614.52"
"Baker-Jackson","5613.10"
"Jordan PLC","5611.74"
"Pearson Hanson and Miller,","5611.16"
"Fisher Caldwell, and Sandoval","5609.95"
"Lewis-Burton","5608.82"
"Ruiz-Gomez","5608.43"
"and Fields, Garcia Marshall","5606.32"
"Wilcox Powell, Anthony and","5606.18"
"Larsen-Marquez","5605.64"
"Scott-Murray","5604.30"
"Tran-Gordon","5603.27"
"PLC Hunter","5603.10"
"White, Martinez and Frazier","5600.45"
"Beck-Duke","5600.30"
"Wolf-Hernandez","5597.82"
"Rosales, Wiggins Moore and","5597.55"
"Nelson-Robinson","5594.53"
"Glover and Fitzpatrick Clayton,","5591.50"
"and Clay, Morton Cunningham","5588.99"
"Hayes Cox Tate, and","5588.47"
"Mcdonald Hall and Johnson,","5587.32"
"Hardy Rasmussen and Clarke,","5586.33"
"Wilson and Young, Velazquez","5585.65"
"Brennan-Reid","5584.75"
"Johnson Norris Leonard, and","5583.22"
"Perez and Smith, Osborn","5578.23"
"Smith Velez and Ochoa,","5577.97"
"Torres-Morris","5576.17"
"Clayton, and Martinez Kelly","5576.08"
"Gray, and May Hernandez","5574.56"
"Prince-Mccarthy","5571.47"
"King and Bryant Olsen,","5571.24"
"Campbell-Rodgers","5570.05"
"Sons Carey and","5568.85"
"Green, and Johnson Patel","5568.12"
"Holt-Lewis","5567.67"
"Floyd-Patterson","5566.46"
"Group Banks","5564.97"
"Henderson Group","5561.28"
"Murphy-Nelson","5560.42"
"Figueroa Taylor, and Velasquez","5557.09"
"LLC Cannon","5556.81"
"Long-Mullins","5555.52"
"and Proctor, Jimenez Miles","5555.41"
"Holmes Spencer, and Cook","5552.78"
"Tucker-Parker","5549.55"
"Scott Knight, Potter and","5547.95"
"Bridges, and Meyer Roberts","5545.87"
"Sharp Smith, and Cox","5545.12"
"Valenzuela-Mckay","5544.63"
"Gilbert, Brooks Peterson and","5544.37"
"Baker-Soto","5543.72"
"Vaughn and King Boyle,","5543.44"
"Gibson-Sullivan","5541.52"
"Luna Sons and","5540.29"
"Flores-Aguilar","5538.70"
"Hill Collier and Patton,","5536.51"
"Carpenter-Warren","5536.15"
"Macias-Hall","5534.71"
"and Grant Sons","5532.93"
"PLC Ayers","5532.00"
"Medina-Austin","5531.34"
"Martinez-Fowler","5529.56"
"Francis and Smith Pope,","5526.87"
"Crawford Ltd","5526.53"
"Mckee Ltd","5525.07"
"PLC Galloway","5524.41"
"Rodriguez, Brooks and Smith","5524.11"
"Gonzalez and Larsen, Bell","5523.11"
"Stafford-Cole","5518.92"
"Ruiz Taylor and Harris,","5518.08"
"Marshall, Peterson and Hickman","5517.84"
"and Mason Smith Chase,","5517.39"
"Hernandez-Dorsey","5514.17"
"Bonilla and Miller Jackson,","5513.62"
"and James Rose, Shields","5510.76"
"Martinez Taylor Lopez, and","5509.60"
"Terry Murphy Oliver, and","5507.23"
"Ball and Sons","5506.93"
"Ward-Baker","5505.76"
"Henry, Mata Harris and","5504.41"
"Evans-Barber","5502.64"
"Hicks, Harris and Hicks","5501.56"
"Stein-Carson","5500.97"
"and Cervantes Harper, Thomas","5494.16"
"Ltd Bender","5493.90"
"Romero Brown, Hogan and","5493.07"
"and Simmons Gonzalez Martin,","5490.81"
"Morris, and Jones Lopez","5489.78"
"Thompson-Buchanan","5488.84"
"Walker and Jones, Martin","5487.12"
"Mack-White","5486.21"
"and Lee, Martinez Taylor","5484.82"
"Cox Bass Martin, and","5482.89"
"Berger Edwards and Carey,","5482.04"
"Jones-Kim","5481.17"
"and Bryan Blackwell, Jackson","5480.57"
"Fry Ltd","5474.85"
"Perez-Huff","5474.44"
"Short-Sanders","5474.29"
"Haley-Franco","5473.93"
"Morris Williams and Ruiz,","5473.24"
"Bruce Park Pham, and","5471.98"
"Miller-Romero","5471.76"
"and Moore, Davis Olson","5471.28"
"Perez, Peterson Reynolds and","5470.86"
"and Jones, Evans Williams","5469.47"
"Ho-Melendez","5468.87"
"Gomez-Cook","5466.68"
"Ltd Shaw","5466.09"
"Inc Contreras","5464.76"
"and Mahoney Watts, Ellis","5462.51"
"Mcdonald-Anderson","5460.09"
"Rodgers-Davis","5457.40"
"Parrish-Simpson","5456.77"
"Andrews Compton, and Gibson","5456.10"
"LLC Gates","5453.05"
"Fleming-Vance","5446.10"
"Hodges-Kelley","5444.63"
"and Powers Wilson Fernandez,","5441.04"
"and Payne Ayers, Clay","5440.42"
"Wilson Lynch, Castro and","5438.98"
"Taylor-Beltran","5438.97"
"Scott and Robles Edwards,","5438.91"
"Johnson Leon and Vargas,","5437.63"
"and King, King White","5436.13"
"and Thompson Schultz Johnson,","5435.01"
"Jones-Wood","5433.47"
"Nelson, and Wilson Ashley","5432.02"
"Mcclure-Cline","5431.87"
"and Ortiz Fields Coleman,","5431.69"
"Hudson-Barron","5429.37"
"Dixon and Taylor Allen,","5428.11"
"Dunn-Blanchard","5424.51"
"Ward Moore, Richmond and","5422.96"
"Kerr-Hester","5422.52"
"and Barrera Anderson, Dunn","5418.13"
"Webb, Rodriguez and Williams","5417.40"
"and Salinas, Mullins Mendez","5416.27"
"Duffy-Jackson","5415.28"
"Landry-Fitzpatrick","5411.61"
"Bass, Martinez and Carpenter","5409.87"
"and Conrad, Charles Lowery","5409.23"
"Johnson David Carpenter, and","5407.73"
"Gomez Holt, Carey and","5406.83"
"Garcia Welch, Gordon and","5405.64"
"and Gibson Levine Thompson,","5404.57"
"Chen LLC","5402.91"
"Cruz-Fritz","5402.66"
"Booth, Mendez Harris and","5401.52"
"Fields, and Moran Martinez","5401.29"
"and Coleman, Guerrero Nguyen","5400.00"
"Holt Sons and","5393.65"
"Mann Knox Silva, and","5393.59"
"Perry Hunter, Pennington and","5389.18"
"Anderson-Jefferson","5388.22"
"Perez-Adams","5387.81"
"King-Buck","5387.39"
"Washington-Thomas","5382.92"
"Torres and Brown, Moore","5381.92"
"Stevens, and Turner Townsend","5381.70"
"Martin and Thomas Eaton,","5381.58"
"and Johnson, Hernandez Yang","5381.37"
"and Mclaughlin Martin Morrow,","5379.67"
"Brown-Hahn","5379.38"
"Wallace-Bryant","5379.10"
"Perkins-Martinez","5378.92"
"Lopez Jordan, Clark and","5377.57"
"Clark Powell and Sullivan,","5377.45"
"Landry, Jones Marquez and","5376.83"
"Mejia Patrick Anderson, and","5374.35"
"Klein Johnson, Navarro and","5372.72"
"Richards-Burnett","5372.45"
"Rogers-Petty","5371.77"
"Thompson-Murphy","5369.33"
"House-Graham","5367.78"
"Aguirre-Sims","5367.37"
"Campbell-Ferguson","5366.14"
"Ellis and Prince Patton,","5365.79"
"Humphrey-Harmon","5364.21"
"Rogers-Mullins","5363.85"
"Tate Pratt and Duncan,","5362.67"
"Johnson and Tucker Perez,","5361.13"
"Lara LLC","5360.24"
"Macias-Martin","5356.97"
"and Stewart Burton, Skinner","5356.84"
"and Hatfield Cobb Clark,","5355.41"
"and Nelson Taylor, Gordon","5354.20"
"and Grimes Bishop, Cummings","5353.71"
"Hayes-Wagner","5352.21"
"Blanchard-Harper","5351.63"
"Ltd Mercado","5350.73"
"and Morrison Ho Woods,","5349.06"
"Newman, Garza Smith and","5348.54"
"Brown-Collins","5347.76"
"Gordon-Potter","5346.75"
"Mcclure-Kirk","5343.81"
"Carr and Smith Mccarty,","5342.48"
"Walker, Vargas Wolfe and","5341.46"
"Steele LLC","5340.29"
"Clark-Rice","5338.59"
"Flynn-Goodman","5337.94"
"Blanchard-Watson","5337.11"
"and Hammond Cruz Nguyen,","5336.99"
"and Rogers Moore, Rodgers","5333.39"
"Mccormick-Morales","5333.25"
"Grant-Kaiser","5332.45"
"Burgess-Lee","5331.75"
"Cox-Davenport","5330.42"
"Casey and Reed Conrad,","5329.00"
"Goodwin-Jackson","5328.28"
"Stone Sanchez, Williamson and","5327.73"
"Conrad Brown Bautista, and","5327.60"
"Dalton Hall, Williams and","5327.03"
"and Bell Mcknight, Davis","5326.40"
"Garcia, Griffin and Taylor","5323.41"
"Acosta-Carlson","5321.89"
"Coleman Lynch and Kline,","5321.59"
"Mahoney-Mendoza","5320.31"
"Wheeler and Dickson, Wright","5320.11"
"Castro Thompson, Chavez and","5318.29"
"Mason Baker Miranda, and","5317.13"
"Donovan PLC","5316.61"
"Raymond, Walker Cross and","5316.10"
"PLC Baxter","5313.92"
"Sons and Garza","5312.01"
"PLC Boyd","5310.16"
"and Burke Wright, Kennedy","5309.36"
"and Lopez Fields, Fletcher","5307.14"
"Torres and Hardy, Wells","5305.71"
"Dixon-Miller","5303.37"
"Ltd Tyler","5302.16"
"Garza-Sanchez","5302.09"
"Foster-Matthews","5301.41"
"Ford-Garner","5301.17"
"Thomas, and Marsh Miller","5300.38"
"Sanchez Greer Wong, and","5298.62"
"and Hansen, Smith Santiago","5298.47"
"Moon Inc","5297.67"
"Russell-Carlson","5296.09"
"and Sanchez Flores Walker,","5291.20"
"and Vega Jones, Bautista","5288.30"
"Callahan-Ball","5284.88"
"Carter-Gilbert","5278.64"
"Clark and Carson Becker,","5276.71"
"Watson-Harper","5275.46"
"and Ortiz Jordan Thomas,","5274.13"
"and Henry Alexander Martinez,","5272.60"
"and Hull, Brown Byrd","5272.11"
"Porter, Rodgers and Lee","5271.22"
"Molina-Phelps","5271.15"
"Harris-Davidson","5270.22"
"and Trevino Sons","5269.45"
"Duke Ltd","5268.87"
"and Peterson Matthews Robinson,","5268.69"
"Myers, and Chan Taylor","5265.37"
"Johnson-Harrison","5264.73"
"Castro-Ford","5263.70"
"and Hernandez, Combs Green","5262.34"
"Webb and Duffy Valencia,","5261.58"
"Merritt-Gray","5259.27"
"Rivera Davis, Garrett and","5256.49"
"Yang-Shaw","5253.51"
"Byrd Luna, Smith and","5253.04"
"Robinson Duncan, Reyes and","5251.97"
"Williams-Watts","5247.61"
"Roach Silva, and Carpenter","5247.34"
"Yu-Harrington","5246.70"
"and Woodard Martin Wells,","5242.75"
"and Cooper Dunn Moore,","5242.38"
"and Hamilton Foley, Charles","5241.74"
"Martinez-Carter","5241.21"
"Mayo-Burnett","5239.85"
"Martin-Mills","5237.46"
"Wallace Parker Wood, and","5233.92"
"Graham-Conrad","5232.55"
"Hayes-Jimenez","5231.03"
"Perkins and Gomez Collins,","5228.63"
"Poole-Lester","5227.56"
"Case LLC","5227.32"
"Becker-Perez","5226.66"
"and Cox, Yoder Santos","5226.35"
"Gray, Hensley and Hanson","5226.00"
"and Mills Hall, Arnold","5225.06"
"and Jordan, Maynard Jackson","5224.43"
"Ltd Osborn","5223.50"
"Herrera, Hines Kerr and","5222.87"
"Bailey and Ortiz, Garcia","5221.15"
"Ltd Dunn","5220.49"
"Patel-Castro","5216.68"
"Baird-Coleman","5214.67"
"Garza, Williams Walker and","5212.30"
"Wheeler PLC","5210.40"
"Mendoza-Carter","5207.44"
"Boyer, Mullen and Shelton","5205.47"
"Willis Irwin and Rogers,","5205.34"
"Harris, Reed and Webb","5204.28"
"Williams Hardy, Good and","5204.13"
"Horton-Holloway","5203.84"
"Donaldson and Martinez Jones,","5203.05"
"Cox, Cabrera Frederick and","5201.77"
"Frazier-Horton","5201.21"
"LLC Goodwin","5198.68"
"and Hernandez, Garcia Parks","5198.43"
"Rodriguez Wilson, Farmer and","5198.01"
"Hays Martinez, Ball and","5197.78"
"Martin Potter and Underwood,","5197.74"
"Burch Drake, and Hogan","5197.23"
"Howard-Ramirez","5196.78"
"Bell and Little Romero,","5193.08"
"Smith Ross, Young and","5186.41"
"Robinson-Carlson","5184.79"
"Bailey and Hill Anderson,","5183.70"
"Chase Key and Clark,","5181.67"
"Holmes-Torres","5175.49"
"and Waters Bennett Greene,","5172.06"
"Walter and Charles, Shannon","5171.74"
"Group Cantrell","5171.34"
"Gonzalez-Orozco","5168.95"
"Greer-Henderson","5164.80"
"Hickman Group","5164.55"
"Hancock-Galloway","5164.54"
"Bennett-Buckley","5162.94"
"Morgan-Wells","5158.37"
"Wu-Winters","5158.33"
"Sons Estes and","5157.08"
"Kim-Hines","5155.48"
"and Griffin Lopez Hanson,","5154.26"
"Calderon and Sons","5153.94"
"Mccormick and Morgan, Hayes","5153.57"
"Patterson-Bautista","5150.80"
"Pacheco-Carlson","5150.07"
"and Randall Patel Smith,","5149.46"
"Hunter, Kim Parker and","5149.27"
"Graves, Whitehead Weeks and","5148.13"
"Anderson Joseph, and Medina","5147.95"
"Ho-Gill","5143.78"
"Harrison Inc","5138.78"
"Ferrell-Hill","5137.41"
"Curtis-Conway","5135.02"
"Garcia-Thompson","5132.52"
"Gates and Brown Patel,","5132.05"
"Gentry-Dyer","5131.88"
"Wiggins-Anderson","5131.14"
"Barr Group","5127.59"
"Rice and Sons","5127.44"
"Trevino, Randall Mason and","5125.96"
"Brooks-Rodriguez","5123.48"
"Ware-Martinez","5122.98"
"Morrison, and Owen Brown","5115.48"
"Taylor-Waller","5114.98"
"Villanueva-Wilson","5114.61"
"Davis-May","5113.67"
"Johnson-Braun","5109.78"
"Patton and Simpson, Campbell","5107.90"
"Lang and Sons","5107.58"
"Sons Sullivan and","5107.25"
"and Riley Calderon, Hill","5103.11"
"PLC Sellers","5103.02"
"Sutton Romero and Lawson,","5102.99"
"Wade-Hubbard","5101.94"
"Reyes-Long","5101.52"
"Mills-Parker","5100.47"
"Hamilton and Lee, Russell","5098.54"
"and Hill Collins, Navarro","5097.34"
"Kennedy-Cochran","5096.93"
"PLC Newman","5095.75"
"Michael, and Stone Brown","5095.01"
"Russell-Sutton","5093.58"
"Gillespie-Reed","5093.01"
"Evans-Poole","5092.01"
"Kane-Cervantes","5088.26"
"Kent-Moore","5082.99"
"Rogers-Wood","5081.74"
"Delacruz-Jones","5081.26"
"Sons and Clark","5081.01"
"Rogers-Clark","5080.40"
"Mullins James and Francis,","5080.17"
"Oneill Sons and","5078.91"
"and Kennedy Sons","5078.63"
"and Walsh, Jennings Lee","5077.62"
"Fuller-Anderson","5075.37"
"Campbell Chavez and Smith,","5074.59"
"Clark-Swanson","5074.22"
"Berger and Deleon, Martin","5073.95"
"Newman Hansen and Christian,","5070.37"
"and Evans, Davis Rogers","5068.22"
"Huber and Porter, Page","5068.19"
"Ltd Zimmerman","5066.64"
"and Beard Carlson, Ortiz","5059.56"
"Perez-Farmer","5055.55"
"Good Perez, Anderson and","5054.81"
"and Johnson Owens, Peterson","5054.72"
"Bowman-Nguyen","5054.49"
"Cox-Glenn","5053.98"
"and Tyler, Gomez Chavez","5053.79"
"Martin and Barker Reid,","5052.15"
"Lamb-Alexander","5051.86"
"Collins-Thompson","5048.79"
"Cunningham Allen, Marsh and","5046.04"
"Mata and Hernandez, Bates","5045.26"
"Vega Soto, Potts and","5043.75"
"and Watkins, Benson Wilson","5036.92"
"Pollard-Reed","5033.15"
"Fernandez-Schmidt","5032.07"
"and Adams Chavez Camacho,","5031.08"
"Martinez-Potter","5030.85"
"Yang and Macdonald, Hill","5027.12"
"and Sons Bernard","5025.76"
"Price and Bennett White,","5025.42"
"Duran Group","5024.09"
"and Hickman Sons","5022.52"
"Reyes, Williams and Moreno","5022.36"
"Wise-Ferguson","5022.16"
"Ward-Vega","5020.54"
"Lucero and Adams Meza,","5019.07"
"Lowe-Watson","5017.02"
"Young-Franklin","5012.45"
"Steele-Gross","5011.62"
"Gonzalez-Patel","5010.17"
"and Thompson Mccall, Brooks","5009.97"
"Thompson-Sullivan","5006.34"
"Molina Phillips, Santiago and","5005.85"
"Davila Ltd","5005.78"
"Johnson and Lewis, Fuller","5002.64"
"Reeves-Perry","5000.06"
"and Foley Davis, Roberts","4997.34"
"Strickland-Huang","4996.74"
"Mcdowell-Smith","4996.32"
"Mitchell-Duran","4995.92"
"Hopkins-Herring","4995.43"
"May-Reed","4993.63"
"Torres and Gonzalez, Peterson","4990.03"
"Cunningham-Delacruz","4989.73"
"Willis Davis, Nguyen and","4987.33"
"and Patel, Richards Ingram","4986.38"
"Group Hartman","4985.08"
"Group Vincent","4983.09"
"Acosta-Berry","4981.75"
"Patton and Mclaughlin, Barr","4980.39"
"Keller Hayes, Cox and","4980.25"
"Newman-Ray","4979.10"
"Wallace-Brown","4976.72"
"Adams-Black","4974.77"
"Montgomery Harper Meyer, and","4970.64"
"Lin-Long","4969.32"
"Wright Fox, and Hartman","4967.04"
"Gray and Marshall Morris,","4966.64"
"Reynolds Jenkins and Taylor,","4965.43"
"Evans-Cox","4964.18"
"Barton-Kelley","4961.30"
"Hardin Terry, Hunter and","4960.97"
"Brandt and Cooper Mays,","4959.95"
"Warren-Gutierrez","4959.67"
"Franklin-Medina","4958.85"
"Shaw Roberts, Smith and","4958.19"
"and Nelson Jacobs Johnson,","4957.96"
"Hampton-Holmes","4957.52"
"Alvarado Mcmahon and Guerra,","4955.96"
"Marquez-Green","4952.02"
"Goodman Mullins and Gilmore,","4951.04"
"King-Green","4950.27"
"Morris, Romero and White","4947.92"
"Carter and Torres Jones,","4947.40"
"Sanders Martin, and Oliver","4943.54"
"Ross-Navarro","4941.59"
"Callahan-Riley","4941.02"
"Lozano, Foster Taylor and","4938.82"
"Moore-Martinez","4938.10"
"Simmons Cox, Wade and","4937.69"
"Sandoval Ltd","4933.26"
"Black-Wilson","4932.60"
"Jimenez and Gross, Hogan","4931.31"
"Mitchell James Castro, and","4930.54"
"Cruz, Flores and Wolf","4928.97"
"Group Simon","4928.49"
"Ltd Cherry","4923.41"
"Keller Stewart, and Mcbride","4921.16"
"Williams Eaton Foley, and","4920.44"
"and Woods Liu, Berry","4920.19"
"and Williams Garcia, Mathis","4920.01"
"Martin Park Watson, and","4919.38"
"Odom Adams Chandler, and","4918.77"
"Mitchell-Matthews","4913.35"
"Cannon and Durham Patterson,","4912.74"
"Carey-Adams","4911.14"
"Roberts, Hill and Weaver","4909.57"
"Allen, Jenkins Mcknight and","4909.02"
"and Sons Lin","4906.79"
"Villarreal Group","4904.92"
"Sanders-Wright","4903.18"
"and Williams Schmidt, Jennings","4903.13"
"Rich, and Estrada Romero","4900.17"
"Grant Gonzales and Bell,","4898.90"
"Powell, and Flowers Gray","4898.63"
"Sims-Novak","4898.54"
"Thomas Booker, and Thomas","4898.13"
"and Singh, Kelley Mack","4897.54"
